youtube_url,hebrew_line_1,hebrew_line_2,hebrew_line_3,english_line_1,english_line_2,english_line_3,song_title,artist_name_1,artist_name_2,artist_name_3,publish_year
https://music.youtube.com/watch?v=MS91knuzoOA,"בבית, מצייר תמונות של פסגות הרים","איתו מעל, שמש צהובה כלימון","זרועות מורמות בצורת ""V""",Try to forget this (Try to forget this),"Just like the day, oh, like the day I heard",Jeremy spoke in class today,Jeremy,Pearl Jam,,,1991
https://music.youtube.com/watch?v=TAqZb52sgpU,"לה, לה, לה, לה, לה, לה, לה, לה, או","לה, לה, לה, לה, לה, לה, לה, לה, או",אני האיש בקופסה,Now you've sewn them,Jesus Christ (,"La, la, la, la, la, la, la, la, oh",Man in the Box,Alice In Chains,,,1990
https://music.youtube.com/watch?v=PHzOOQfhPFg,הסר את הסרט הוורוד מעיניי,"אני חשוף, וזה לא ממש מפתיע",אתה לא חושב שאני יודעת בדיוק איפה אני עומדת?,"Well, don't let me out of your sight","'Cause I'm just a girl, I'd rather not be",So many reasons for me to run and hide,Just A Girl,No Doubt,,,1995
https://music.youtube.com/watch?v=lwlogyj7nFE,לפעמים אני מרגיש כאילו אין לי שותף,לפעמים אני מרגיש כמו החבר היחיד שלי,האם העיר שאני גר בה היא עיר המלאכים?,"Yeah, yeah (Away)","Take me to the place I love, take me all the way","I gave my life away, yeah",Under The Bridge,Red Hot Chili Peppers,,,1991
https://music.youtube.com/watch?v=0Uc3ZrmhDN4,"אני לא רוצה לשכב איתך, את/ה אפילו לא יודע/ת לשיר.","מוקדם בבוקר, יוצא אל הרחוב",תדליק לי את הסיגריה ההיא ואני אחגור נעליים על רגליי,Hits the bottle and goes right to the rock,I said remember that,"(I got, I got, I got)",What I Got,Sublime,,,1996
https://music.youtube.com/watch?v=kemivUKb4f4,מה יש לאלה שמזלזלים בחברה שלי?,למה הם צריכים להעמיד פנים?,מה עשינו להם אי פעם?,"Woo-hoo, and you know I'm yours",I don't care 'bout that,And that's for all of time,Buddy Holly,Weezer,,,1994
https://music.youtube.com/watch?v=uAE6Il6OTcs,או-או-או-הו,"אוו, אוו, אוו","אוו-אוו-אוו, אוו, אוו","The bullets scream to me from somewhere, mm-mm",You know he ain't gonna die,"Ooh, ooh, ooh",Rooster,Alice In Chains,,,1992
https://music.youtube.com/watch?v=bUmKUWzbDxg,"אחד, שניים, שלושה, ארבעה","או, את מכינה אותי",בצ'בי שלך משנת 56,Why don't we go sit down in the shade?,"Yippy-yi, yippy-yay, yippy-yi, yippy-yay",I will raise the children,Where Have All the Cowboys Gone?,Paula Cole,,,1996
https://music.youtube.com/watch?v=BJn-Jl2ZeQU,עושה את הדבר שאת/ה עושה,לשבור את ליבי למיליון חלקים,כמו שאתה תמיד עושה,Don't mean to be cruel,Every time you do that thing you do,And keep you here with me,That Thing You Do!,The Wonders,,,1996
https://music.youtube.com/watch?v=VUb450Alpps,"ובכן, לא אכפת לי לגנוב לחם מפיותיהם של מושחתים",אבל איני יכול להיזון על חסרי האונים כשכוסי כבר מלאה עד אפס מקום,"אבל זה על השולחן, האש מבשלת",But I can't feed on the powerless when my cup's already overfilled,"No, I don't mind stealin' bread",And blood is on the table and the mouths are chokin',Hunger Strike,Temple Of The Dog,,,1990
https://music.youtube.com/watch?v=mzJj5-lubeM,צלקת שאני מקווה שראית,סרקסטי מר כל-יודע,עצום את עיניך ואנשק אותך,'Cause with the birds I'll share,Sarcastic mister know-it-all,"With the birds, I'll share this lonely viewing",Scar Tissue,Red Hot Chili Peppers,,,1999
https://music.youtube.com/watch?v=Zz-DJr1Qs54,דו-דוּדוּ-דו-דוּדוּ-דו,דו-דוּדוּ-דו-דוּ-דוּדוּ-דו,דו-דו-דו-דו-דו-דו-דו-דו,Du-dudu-du-du-dudu-du,Does anyone care?,Unhappiness where's when I was young,Ode To My Family,The Cranberries,,,1994
https://music.youtube.com/watch?v=eBG7P-K-r1Y,"שלום, חיכיתי כאן בשבילך",לנצח,"הלילה, אני משליך את עצמי אל",Dave Grohl,She sang,Do do do do do do dododo,Everlong,Foo Fighters,,,1997
https://music.youtube.com/watch?v=6NXnxTNIWkc,עשרים וחמש שנים ואני עדיין,מנסה לטפס על הגבעה הגדולה של התקווה,למען יעד,"I said ""Hey, what's going on?""","Just to get it all out, what's in my head",For a destination,What's Up,4 Non Blondes,,,1992
https://music.youtube.com/watch?v=C-Naa1HXeDQ,"ובכן, היא אמרה, ""קר בחוץ"" והיא מושיטה לי את מעיל הגשם שלי.",היא תמיד דואגת לגבי דברים כאלה,"ובכן, היא אמרה, ""זה בכל מקרה יגיע לסוף, אז זה יכול להיות באשמתי"".","Well, it's 3 AM, I must be lonely""","Well, I can't help but be scared of it all sometimes""","And she says, ""Baby",3AM,Matchbox Twenty,,,1996
https://music.youtube.com/watch?v=DL7-CKirWZE,"צ'ה-צ'ה-צ'ה-צ'ה, צ'ה-צ'ה-צ'ה-צ'ה-צ'ה (אוּ)","צ'ה-צ'ה-צ'ה-צ'ה-צ'ה, צ'ה-צ'ה-צ'ה-צ'ה","האם אתה יודע זאת, האם אתה יודע זאת, האם אתה יודע זאת, האם אתה יודע זאת",Fly (fly) high,"You're all fakes, run to your mansions",Don't let go,You Get What You Give,New Radicals,,,1998
https://music.youtube.com/watch?v=NPcyTyilmYY,אני רוצה שתדע שאני מאושר בשבילך,אני מאחל לשניכם רק את הטוב ביותר.,"גרסה מבוגרת יותר שלי, האם היא מעוותת כמוני?",Of the mess you left when you went away,Why I'm here to remind you,You'd hold me until you died? 'Til you died,You Oughta Know,Alanis Morissette,,,1995
https://music.youtube.com/watch?v=6_PAHbqq-o4,נשום איתי,נשום את הלחץ,"בוא שחק במשחק שלי, אני אבחן אותך",Breathe the pressure,"Come play my game, I'll test ya","Psychosomatic, addict, insane",Breathe,The Prodigy,,,1996
https://music.youtube.com/watch?v=NOG3eus4ZSo,הזמן אינו זמן כלל וכלל,אתה לעולם לא יכול לעזוב,בלא להשאיר פיסת נעורים,"Believe, believe","That life can change, that you're not stuck in vain",Tonight,"Tonight, Tonight",The Smashing Pumpkins,,,1995
https://music.youtube.com/watch?v=z5rRZdiu1UE,"אני לא יכול לסבול את זה, אני יודע שתכננת את זה.","אני איישר את זה, כמו ווטרגייט",אני לא יכול לסבול לנענע כשאני כאן בפנים,"I'm telling y'all, it's sabotage",You shut me down with a push of your button,"So, so, so, so listen up, 'cause you can't say nothin'",Sabotage,Beastie Boys,,,1994
https://music.youtube.com/watch?v=beINamVRGy4,"דו-דו-דו, דו-דו-דו-דו","דו-דו-דו, דו-דו-דו-דו","דו-דו-דו, דו-דו-דו-דו",To get me through this,"Doo-doo-doo, doo-doo-doo-doo",I want somethin' else,Semi-Charmed Life,Third Eye Blind,,,1997
https://music.youtube.com/watch?v=RUmdWdEgHgk,"דו-בה-דה, דו-בה-דה","דו-בה-דה, דו-בה-דה","דו-בה-דה, דו-בה-דה",Do-be-da,When I'm not around you,Everything's stinking,When You're Gone,The Cranberries,,,1996
https://music.youtube.com/watch?v=1aVHLL5egRY,היא יושבת לבד ליד עמוד תאורה,מנסה למצוא מחשבה שחמקה מראשה,היא אומרת דאר הוא זה שאני אוהבת יותר מכל.,"Let her be, let her be",And if the sun comes up tomorrow,When she's had too much to drink,Let Her Cry,Hootie,The Blowfish,,1994
https://music.youtube.com/watch?v=HAkHqYlqops,"היא אמרה, ""אני לא יודעת אם אי פעם הייתי טובה מספיק""",אני קצת חלוד,ואני חושב שהראש שלי מתמוטט פנימה,"Just wait a minute, well, it kinda fell apart","Well, I will, well, I will",I wanna take you for granted,Push,Matchbox Twenty,,,1996
https://music.youtube.com/watch?v=3mbBbFH9fAg,"בעיניי, לא מיושב",בתחפושות שאיש לא מזהה,"מסתיר את הפנים, משקר הנחש",Won't you come?,"Black hole sun, won't you come",Call my name through the cream,Black Hole Sun,Soundgarden,,,1994
https://music.youtube.com/watch?v=4N1iwQxiHrs,ג'וזי בחופשה רחוקה מכאן,בוא נדבר על זה,כל כך הרבה דברים שאני רוצה לומר,"I just wanna use your love tonight, oh",I ain't got many friends left to talk to,Stay the night but keep it undercover,Your Love,The Outfield,,,1985
https://music.youtube.com/watch?v=-oqAU5VxFWs,שה-לה-לה-לה-לה-לה,"ממ, אה-הא",הייתי למטה בניו אמסטרדם,Paint myself in blue and red and black and gray,I will never be lonely,Look into the future,Mr. Jones,Counting Crows,,,1993
https://music.youtube.com/watch?v=8-r-V0uK4u0,העולם הוא ערפד,נשלח להתנקז,משחיתים סודיים,Betrayed desires,"Despite all my rage, I am still just a rat in a cage","Despite all my rage, I am still just a rat in a cage!",Bullet With Butterfly Wings,The Smashing Pumpkins,,,1995
https://music.youtube.com/watch?v=xsJ4O-nSveg,"ברק מכה, אם חדשה בוכה",שיליתה נופלת על הרצפה,"המלאכית פוקחת את עיניה, והבלבול מתחיל להשתלט",I can feel it,Her placenta falls to the floor,I can feel it comin' back again,Lightning Crashes,Live,,,1994
https://music.youtube.com/watch?v=Yam5uK6e-bQ,"הו, חיי",משתנה כל יום,בכל דרך אפשרית,"Ah, la-a-la-ah, la la la",You're everything to me,Because it came from you,Dreams,The Cranberries,,,1993
https://music.youtube.com/watch?v=rmadSGJCzo8,.סלח לי,שתוק,(אוי אלוהים!),Grab the reef when all duck divin' fails,Lord knows I'm weak,"Creep and crawl, I step into the night",Badfish,Sublime,,,1991
https://music.youtube.com/watch?v=ySzrJ4GRF7s,כל אשר פחדתי ממנו יצא לאור,וכל מה שנלחמתי נגדו הפך להיות חיי,דווקא כשהיה נדמה שכל יום מקדם את פניי בחיוך,'Cause I fell on black days,Whatsoever I feared has come to light,I sure don't mind a change,Fell On Black Days,Soundgarden,,,1994
https://music.youtube.com/watch?v=PiBX-ESFDF0,"(אחת, שתיים, שלוש, ארבע)","רגשני, עלוב וקטן אני",זו הייתה הילדה שהייתי פעם,I didn't think you had it in you,You had me on my knees,You cannot have me,Sunday Morning,No Doubt,,,1995
https://music.youtube.com/watch?v=1ClCpfeIELw,אתה אומר שאין לנו שום דבר במשותף,אין בסיס משותף להתחיל ממנו,ואנחנו מתפרקים,"And I said, ""What about",And now your eyes see through me,Breakfast at Tiffany's,Breakfast At Tiffany's,Deep Blue Something,,,1995
https://music.youtube.com/watch?v=dyihQtBes1I,הייתי זמן רב,דרך ארוכה מכאן,"לבשי פונצ'ו, ניגנתי ליתושים.",And Benny Goodman's corset and pen,If it makes you happy,If it makes you happy,If It Makes You Happy,Sheryl Crow,,,1996
https://music.youtube.com/watch?v=_ElORM9O-0U,"היא דם, בשר ועצם",ללא שיפוצים או סיליקון,"היא מגע, ריח, ראייה, טעם וצליל","I know where I belong, and nothin's gonna happen, yeah, yeah, yeah, yeah","She's so high, high above me","She's so high, like Cleopatra, Joan of Arc, or Aphrodite",She's So High,Tal Bachman,,,1998
https://music.youtube.com/watch?v=5WybiA263bw,אוו אווו אווו,כן כן כן,"אהובתי, היא משליכה אותי כמו כדור גומי","(Oh, the sweetest thing)","Yeah, yeah, yeah",Baby's got blue skies up ahead,Sweetest Thing,U2,,,1987
https://music.youtube.com/watch?v=UNoouLa7uxA,הסרת את המעיל שלך ועמדת תחת הגשם,את תמיד משוגעת ככה,והתבוננתי מהחלון שלי,Besides some comment on the weather,You took your coat off,You're always brilliant in the morning,Foolish Games,Jewel,,,1995
https://music.youtube.com/watch?v=EqWRaAF6_WY,יותר מדי מפחיד עכשיו לדבר על זה,קח את התמונות שלך למטה ונער אותן החוצה,"אמת או תוצאה, תגיד את זה בקול רם","Kudos, my hero","Truth or consequence, say it aloud",Watch him as he goes,My Hero,Foo Fighters,,,1997
https://music.youtube.com/watch?v=xmUZ6nCFNoU,היום הוא הנפלא ביותר,היום הכי טוב שהכרתי,לא יכול לחיות בשביל מחר,Were bruised and restrained,Pink ribbon scars,Tomorrow's much too long,Today,The Smashing Pumpkins,,,1993
https://music.youtube.com/watch?v=J16lInLZRms,"בחלומותיי, אני מונחה לעולם אחר",שוב ושוב,"עם עלות השחר, אני נאבק להישאר ישן",Let's make our escape,Can you take me higher,Although I would like our world to change,Higher,Creed,,,1999
https://music.youtube.com/watch?v=_m0bI82Rz_k,תן לי מילה ותן לי סימן,"הראי לי היכן לחפש, אך אמרי לי, מה אמצא?",האם אמצא?,"Woah, Heaven let your light shine down",What will I find?,"Woah, and Heaven, let your light shine down",Shine,Collective Soul,,,1994
https://music.youtube.com/watch?v=4iuO49jbovg,לא הייתה לי ברירה אלא לשמוע אותך,"אתה הצגת את עמדתך, שוב ושוב",חשבתי על זה,In spite of me,"You stated your case, time and again",For all that you are,Head Over Feet,Alanis Morissette,,,1995
https://music.youtube.com/watch?v=-KT-r2vHeMM,‏מסתובב במרכז העיר לבדי,והיה לי כל כך הרבה זמן לשבת ולהרהר בעצמי,"ואז היא הייתה שם, כמו פאי דובדבנים כפול","Yeah, momma, this surely is a dream, dig it",And I had so much time to sit and think about myself,Who's that lounging in my chair? Mm-hmm,Sex & Candy,Marcy Playground,,,1997
https://music.youtube.com/watch?v=qORYO0atB6g,בין-גלקטי פלנטרי,בין-כוכבי פלנטרי,בין-כוכבי פלנטרי,We're from the family tree of old school hip-hop,Your knees'll start shaking and your fingers pop,Step from the table when I start to chop,Intergalactic,Beastie Boys,,,1998
https://music.youtube.com/watch?v=3L4YrGaR8E4,בוא עם זה עכשיו!,בוא עם זה עכשיו,"המיקרופון מתפוצץ, שובר את התבנית",Terror rains drenchin',Bulls on parade,Walk the corner to the rubble,Bulls On Parade,Rage Against The Machine,,,1996
https://music.youtube.com/watch?v=NI6aOFI7hms,"יקירי, אני חוששת שאנחנו עומדים בפני בעיה","אתה כבר לא אוהב אותי, אני יודעת ו",אולי אין דבר שאני יכול לעשות,Mama tells me I shouldn't bother,A man that surely deserves me,But I think you do,Lovefool,The Cardigans,,,1996
https://music.youtube.com/watch?v=1jOk8dk-qaU,אתה חייב לשמור אותם מופרדים,כמו האופנה האחרונה,כמו מחלה מתפשטת,Take him out,"Hey, they don't pay no mind",Getting weapons with the greatest of ease,"""Come Out And Play""",The Offspring,,,1994
https://music.youtube.com/watch?v=fC_q9KPczAg,עבר שבוע מאז שהסתכלת עליי,"הטית את הראש הצידה ואמרת, ""אני כועסת""",חמישה ימים מאז שצחקת עליי,"Like Sting, I'm tantric",Can't understand what I mean? You soon will,"""You just did just what I thought you were gonna do""",One Week,Barenaked Ladies,,,1998
https://music.youtube.com/watch?v=qbexOeoH5hg,"היי, י-י-יעף",יש לך את הסגנון של אמא שלך,אבל בשבילי אתה ילדו של יום האתמול,"Yeah, you're so jaded (Baby)","There ain't no baby, please",You think that's where it's at,Jaded,Aerosmith,,,2001
https://music.youtube.com/watch?v=abw49k3rIN0,היא נעה כאילו לא אכפת לה,"חלק כמשי, קריר כאוויר","או, זה גורם לך לרצות לבכות",I've seen this thing before,"Maria, you've gotta see her","Ooh, don't you wanna take her?",Maria,Blondie,,,1999
https://music.youtube.com/watch?v=XkfO8c8MlKU,"אמא, הם מנסים לשבור אותי",החלון בוער כדי להאיר את הדרך חזרה הביתה,"אור שמחמם, לא משנה לאן הלכו",These things return to me that still seem real,But now the dreams (But now the dreams) and waking screams,And someone there is sighing,Hero Of The Day,Metallica,,,1996
https://music.youtube.com/watch?v=Zhs0JD6XJyQ,מסתכל סביב הבית,מוסתר מאחורי החלון והדלת,מחפש סימנים של חיים,"(Yeah, that's right)",Looking around the house,"Well, maybe I'll call or I'll write you a letter",Good,Better Than Ezra,,,1995
https://music.youtube.com/watch?v=V5UOC0C0x8Q,וָחָש בְּכִי עִבּוּד זְמַן סָתְרִי,אז לאן תלך מחר?,ואני רואה שאלה שקרים שיבואו.,"Got time, time to wait for tomorrow","To find it, to find it, to find it","Got time, time to wait for tomorrow",Plush,Stone Temple Pilots,,,1992
https://music.youtube.com/watch?v=sc5iTNVEOAg,האם נוכל לשכוח את הדברים שאמרתי כשהייתי שיכור?,לא התכוונתי לקרוא לך כך,אני לא זוכר מה נאמר או מה השלכת עליי.,"(Ah-ooh) 'Cause every now and then, I kick the livin' shit out of me","And you're long gone, gone",(Ah-ooh) I didn't mean to call you that (Ooh),My Own Worst Enemy,Lit,,,1999
https://music.youtube.com/watch?v=B32yjbCSVpU,ילדי הגיע רק שלשום,נולד לעולם בדרך הרגילה,"אבל היו מטוסים לתפוס, וחשבונות לשלם",And the cats in the cradle and the silver spoon,Little boy blue and the man on the moon,My child arrived just the other day,Cats In The Cradle,Ugly Kid Joe,,,1992
https://music.youtube.com/watch?v=Sfg6-4mBs6Y,אם רק היית יכול לראות איך היא אוהבת אותי,אז אולי היית מבין,למה אני מרגיש כך לגבי אהבתנו,"Sayin' you know, but you don't",Give your heart when you can,Why I feel this way about our love,If You Could Only See,Tonic,,,1996
https://music.youtube.com/watch?v=TxcDTUMLQJI,"ג'וני, צא לטייל עם אחותך הירח",תן לאורה החיוור להיכנס ולמלא את חדרך,"חיית מתחת לאדמה, אוכל משימורים","Move you (It's alright, it's alright, alright)","Johnny, take a walk with your sister the moon","You've been running away from what you don't understand, love",Mysterious Ways,U2,,,1991
https://music.youtube.com/watch?v=yjJL9DGU7Gg,מחכה בצהרי יום ראשון,על מה שקראתי בין השורות,השקרים שלך,So do you laugh or does it cry?,Your lies,"Leavin' on a southern train, only yesterday you lied",Interstate Love Song,Stone Temple Pilots,,,1994
https://music.youtube.com/watch?v=v0CYB5V9e64,להתרסק ולהישרף,כל הכוכבים מתפוצצים הלילה,איך הגעת למצב כה נואש?,"Go and part the sea, yeah",Cry to the angels,I'm gonna follow you,Malibu,Hole,,,1998
https://music.youtube.com/watch?v=MwyXnft6ZVk,ראיתי את הבוקר,זה נופץ על ידי רובה,"שמעתי צעקה, ראיתי אותו נופל, אף אחד לא בכה","We all look up at the same stars, yeah",It was shattered by a gun,"Then why, why can't we live as one?",Under The Same Sun,Scorpions,,,1993
https://music.youtube.com/watch?v=l-ITv4OBV9c,אין לי סיבה,"על שבאת אליי בגשם, נוזל מטה",אין סיבה,I was the one who let you know,"'Cause you're really only after, '74-'75","When I look on in your eyes, then I find that I'll do fine",'74-'75,The Connells,,,1993
https://music.youtube.com/watch?v=yQOBUrRaPU0,ואף על פי שהרגע חלף על פני,עדיין איני יכול להסיט מבטי,כי כל החלומות שמעולם לא חשבת שתאבד,Is more than who we are?,And letters that you never meant to send,"Hmm, mm-hmm",Name,Goo Goo Dolls,,,1995
https://music.youtube.com/watch?v=aDdOnl0bHO4,אז באחד הלילות האלה ובסביבות חצות,העולם הישן הזה עומד להתנדנד ולרעוד,קדושים ירטטו ויזעקו מכאב,Just a stranger on the bus,What if God was one of us,"And yeah, yeah, God is great",One Of Us,Joan Osborne,,,1995
https://music.youtube.com/watch?v=lOqVQPq8zm8,אני מאשים אותך על שמי ירח מוארים,והחלום שנפטר,עם מעוף הנשר,I blame you for the moonlit sky,Don't blame this sleeping satellite,In the rush of the race,Sleeping Satellite,Tasmin Archer,,,1992
https://music.youtube.com/watch?v=ah5gAkna3jI,"ובכן, תגיד לי, אתה חושב שזה יהיה בסדר?",אם אני יכול פשוט להישאר כאן הלילה?,אתה יכול לראות שאין לי כושר לנהוג,If I could just crash here tonight,Hey jealousy,And let the cops chase us around,Hey Jealousy,Gin Blossoms,,,1992
https://music.youtube.com/watch?v=ClbmWkbocoY,.הכה בזה,זה לא דיסקו,זה גם לא מועדון גולף,"Well, they're nothing like Billy and me, 'cause",They drive their shiny Datsuns and Buicks,All I wanna do is have some fun,All I Wanna Do,Sheryl Crow,,,1993
https://music.youtube.com/watch?v=6exsatE-DUk,למה לשתות את המים מכף ידי?,מדבק כפי שאתה חושב שאני,פשוט הטה את השמש שלי אל ממלכתך,(December promise you gave unto me),"Turn your head, now baby, just spit me out",Ambiance and vanity,December,Collective Soul,,,1995
https://music.youtube.com/watch?v=hG9C0VwruXE,היא גדלה עם ילדי הכוכבים,בהוליווד הילס ועל השדרה,"הוריה ערכו מסיבות גדולות, כולם היו שם",Down that street about a half a mile,Everything's gonna be alright,It's hard to play a gig in this town and keep a straight face,Lullaby,Shawn Mullins,,,1998
https://music.youtube.com/watch?v=AVYYpNaSs2Y,שום דבר לא כל כך רם,כמו שמיעה כאשר אנו משקרים,האמת אינה אדיבה,Nothing's so loud,It won't trouble me,Everything,All I Want,Toad The Wet Sprocket,,,1991
https://music.youtube.com/watch?v=2oPeZFOpPAM,האם אתה יכול לראות כמו ילד?,אתה יכול לראות מה אני רוצה?,אני רוצה לרוץ דרך הגן המרושע שלך,"Burn (Burn, burn), burn, burn","'Cause I'm alive, so alive now",Heard that's the place to find you,Wicked Garden,Stone Temple Pilots,,,1992
https://music.youtube.com/watch?v=qfKKBDFCiIA,סאני חזרה הביתה לחדר האהוב עליה,סאני התיישבה במטבח,היא פתחה ספר וקופסת כלים,"Into the fire""",I'm walking on a wire,She opened a book and a box of tools,Sunny Came Home,Shawn Colvin,,,1996
https://music.youtube.com/watch?v=eu3EuWg2qNI,עכשיו אולי,לא התכוונתי לפגוע בך.,אבל עשיתי את זה בכל זאת,I didn't mean to treat you bad,"But you couldn't share the pain, no, no, no",I could have made my own mistakes,Far Behind,CANDLEBOX,,,1993
https://music.youtube.com/watch?v=uUcKeKt8C1k,"מחלקת קבלה, שלוש לפנות בוקר",קיצוץ בכוח האדם כיסה את העודף,"הנחיות נתלו, אין שיחות חוזרות, אין תלונות",All talk of circadian rhythm,I cried the other night,"Directives are posted, no callbacks, complaints",Daysleeper,R.E.M.,,,1998
https://music.youtube.com/watch?v=LTzzLVPeq-w,אתה יוצא בלילה,אז מגיעה האנרגיה,ואור הצד האפל,And choosing so carefully,A beautiful fucked up man,"Yeah, you're working",Building A Mystery,Sarah McLachlan,,,1997
https://music.youtube.com/watch?v=1umEXpGHc0E,"כשהייתי צעיר, ידעתי הכל","והיא, פאנקיסטית שכמעט אף פעם לא הקשיבה לעצה","עכשיו אני מוצף אשמה, מתייפח עם הראש על הרצפה","For the life of me, I cannot remember",I won't be held responsible,"Thinks about her now and how he never really wept, he said",The Freshmen,The Verve Pipe,,,1996
https://music.youtube.com/watch?v=Clxtg2pFTQM,זה היה בוודאי באמצע אחר הצהריים,יכולתי לדעת לפי כמה הצל השתטח של הילד,הוא הלך בנחישות בנעליו הספורטיביות ברחוב.,"On our way, the sun broke free of the clouds","He had many questions, like children often do","And ask many questions, like children often do",Counting Blue Cars,Dishwalla,,,1995
https://music.youtube.com/watch?v=TmgHUpLK3Hc,איך אוכל למצוא לנו משהו ששנינו נוכל לקחת?,בלי למעוד כשאנו צועדים לתוך עתידנו?,אני כמו תקליט שבור שאתה יכול לנגן,Without stumbling as we walk into our future's wake?,"I'll be alright, as long as it matters",As long as you're here with me now,As Long As It Matters,Gin Blossoms,,,1996
https://music.youtube.com/watch?v=VQ_Wqtnlv4U,"ובכן, הלכתי ברחובות האלה",במה וירטואלית,נראה לי,"Hypnotized, paralyzed",On a traffic island stopped,Have I been strong?,Carnival,Natalie Merchant,,,1995
https://music.youtube.com/watch?v=A-oh-tP6RvA,"אני יודע מה אתה עושה, אני רואה את זה ברור מדי",אני טועם את המלח רק כשאני מנשק את דמעותייך,"באמת גרמת לי להאמין, לאחל על כוכב.","You really had me going, wishing on a star",But the black holes that surround you are heavier by far,There's nothing left to reason and only you to blame,Barely Breathing,Duncan Sheik,,,1996
https://music.youtube.com/watch?v=o7sx32alzeE,"לא שאלתי, הם לא היו צריכים לספר לי.","בהתחלה צחקתי, אבל עכשיו","זה מחלחל במהירות, מה שלא מכרו לי","'Til I hear it from you, oh, no",It's likely they're just jealous and jaded,I don't wanna take advice from fools,Til I Hear It From You,Gin Blossoms,,,1995
https://music.youtube.com/watch?v=GFW-WfuX2Dk,אני ממליץ לכל אחד לתת לדרוך על ליבו,"כן, הו",אני ממליץ להסתובב עירום בחדר המגורים שלך,"You love, you learn",Feel free,"You scream, you learn",You Learn,Alanis Morissette,,,1995
https://music.youtube.com/watch?v=ousaiByU1ko,"הו, פעם בחצות אהובה",התעוררתי עם משהו בראשי,לא יכולתי להימלט מהזיכרון,Of what will be with you and me,"But I want more than a touch, I want you to reach me",When all it does is slow me down?,Run-Around,Blues Traveler,,,1994
https://music.youtube.com/watch?v=Nntd2fgMUYw,המשך וסגור את הווילונות,כי כל מה שאנחנו צריכים זה אור נרות,את ואני ובקבוק יין,I wish that I— That I could stay,Let's delay our misery,You and me and a bottle of wine,Save Tonight,Eagle-Eye Cherry,,,1998
https://music.youtube.com/watch?v=NIGMUAMevH0,קרה לך פעם להיות קרוב לטרגדיה?,או היית קרוב לאנשים שכן?,האם אי פעם הרגשת כאב כה עוצמתי,Have you ever felt a pain so powerful,But I know someone who has,"No? Well, I",The Impression That I Get,The Mighty Mighty Bosstones,,,1997
https://music.youtube.com/watch?v=ypr18UmxOas,"אתה יכול להסתכל, אבל אינך יכול לגעת",אני לא חושב שאני מחבב אותך במיוחד,רק השמיים יודעים למה בחורה מסוגלת,All I want is you,All I want is you,Anyway you need me,I Think I'm Paranoid,Garbage,,,1998
https://music.youtube.com/watch?v=0-EF60neguk,עברו שבע שעות וחמישה עשר ימים,מאז שלקחת את אהבתך ממני,אני יוצא כל לילה וישָן כל היום,Nothing compares,Nothing compares to you,Nothing compares,Nothing Compares 2 U,Sinéad O'Connor,,,1990
https://music.youtube.com/watch?v=bDmA8qQKhMY,תשעים מייל מחוץ לשיקגו,לא יכול להפסיק לנהוג,אני לא יודע למה,Someday we'll know,Dancing on the moon,If love can move a mountain,Someday We'll Know,New Radicals,,,1998
https://music.youtube.com/watch?v=0wBDDAZkNtk,אנשים חיים את חייהם בשבילך בטלוויזיה,הם אומרים שהם טובים ממך ואתה מסכים,"הוא אומר, ""תחזיקו את השיחות שלי מאחורי הקירות הקרים והלבנים האלה""","La dee-dee-da, dee-da, dee-da-da, da-la-da","We try to hustle them, try to bustle them, try to cuss 'em","Some are walking, some are talking, some are stalking their kill",Who Will Save Your Soul,Jewel,,,1995
https://music.youtube.com/watch?v=CnQ8N1KacJc,"עוד תפנית בחיים, מזלג תקוע בדרך","הזמן תופס אותך בפרק כף היד, מכוון אותך לאן ללכת",אז תפיק את המרב מהמבחן הזה ואל תשאל למה,"It's something unpredictable, but in the end is right",I hope you had the time of your life,"For what it's worth, it was worth all the while",Good Riddance,Green Day,,,1997
https://music.youtube.com/watch?v=Wt5EHAqhR1c,"שש בבוקר, יום אחרי חג המולד",זרקתי על עצמי בגדים בחושך,"ריח הכפור, מושב הרכב קפוא","Yeah, she's alone, and I'm alone",She is balled up on the couch,She's a brick and I'm drowning slowly,Brick,Ben Folds Five,,,1997
https://music.youtube.com/watch?v=4WW4qcmrJ3E,"אני שומע את השעון, זה שש בבוקר.",אני מרגיש כל כך רחוק מהמקום בו הייתי,"יש לי את הביצים שלי, יש לי גם את הפנקייקים שלי",Even after you're gone,You were meant for me,Wipe the spots up off the mirror,You Were Meant For Me,Jewel,,,1995
https://music.youtube.com/watch?v=4WOk7UNAvOw,החזיקי בחוט,"הזרמים ישנו כיוון, יובילו אותי אלייך",דע שמשהו נותר,"Ooh-ooh, ooh-ooh",Hold on to the thread,"Oh, oh-oh",Oceans,Pearl Jam,,,1991
https://music.youtube.com/watch?v=owHWHIRMKOY,תן לי להיכנס ולראות אותך באור הבוקר,כדי להמשיך אותי והדמעות מגיעות לאורך כל הדרך,"ראה את הכל בא, אני רוצה שתאמין בחיים","Oh, I wish I could be everylittle thing you wanted, all the time, sometimes",Let me hold you up before you hit the ground,Don't give me up,Every Little Thing,Dishwalla,,,2002
https://music.youtube.com/watch?v=5bt7kAVxKfs,שכב לצדי,ותגידי לי מה הם עשו,ודבר את המילים שאני רוצה לשמוע,Black heart scarring darker still,"What I've felt, what I've known",But there's no sun shining through,The Unforgiven II,Metallica,,,1997
